"PassengerId1","PassengerId2","Number_Of_Flights_Together"
"1208","3590","5"
"5747","6591","5"
"299","610","5"
"3442","4280","5"
"3468","4092","5"
"2717","4053","5"
"740","751","5"
"6844","6893","5"
"3958","5957","5"
"3102","6908","5"
"7832","7868","5"
"1884","3544","5"
"14008","14022","5"
"2221","2222","5"
"4552","9834","5"
"5796","6084","5"
"446","4611","5"
"2886","3093","5"
"3502","3515","5"
"740","746","5"
"4685","7661","5"
"4249","5509","5"
"2212","2295","5"
"421","465","5"
"732","8093","5"
"6027","6092","5"
"930","4395","5"
"2886","6447","5"
"2231","5522","5"
"3590","7872","5"
"5927","5976","5"
"7810","9752","5"
"844","859","5"
"5919","5997","5"
"272","2199","5"
"6548","7679","5"
"5380","12587","5"
"4969","6039","5"
"1531","4424","5"
"1057","1779","5"
"638","8196","5"
"2124","6293","5"
"1430","8213","5"
"707","792","5"
"4000","6730","5"
"3418","3590","5"
"5404","6059","5"
"625","7866","5"
"813","5051","5"
"2159","9305","5"
"6084","7381","5"
"8110","8142","5"
"6052","8093","5"
"7141","7149","5"
"4632","6447","5"
"5412","5436","5"
"613","10398","5"
"2684","2922","5"
"9873","12111","5"
"1358","1387","5"
"1673","4917","5"
"5905","5959","5"
"126","2498","5"
"9752","9828","5"
"8445","9752","5"
"4707","8595","5"
"371","1309","5"
"6135","6143","5"
"1246","3609","5"
"738","938","5"
"4977","4991","5"
"10244","10548","5"
"728","736","5"
"1598","4632","5"
"2294","6855","5"
"9906","9988","5"
"328","1013","5"
"4674","4969","5"
"5587","11610","5"
"9267","9282","5"
"9159","9177","5"
"749","793","5"
"10731","11808","5"
"7584","7598","5"
"701","739","5"
"1850","11307","5"
"7014","9480","5"
"5775","5792","5"
"6294","8411","5"
"1666","4044","5"
"2789","4025","5"
"3370","5148","5"
"4318","4336","5"
"1943","1994","5"
"4012","4044","5"
"4178","4255","5"
"517","2702","5"
"1849","7898","5"
"6336","9217","5"
"4339","4399","5"
"2969","4025","5"
"3735","5789","5"
"6208","11225","5"
"2939","5490","5"
"10764","10796","5"
"5724","5771","5"
"10727","10798","5"
"477","3576","5"
"721","749","5"
"9063","10975","5"
"3544","4969","5"
"7560","10714","5"
"1032","10484","5"
"751","1001","5"
"4671","4927","5"
"3545","10294","5"
"2258","2640","5"
"10701","10795","5"
"1490","8867","5"
"2437","5021","5"
"264","283","5"
"374","1056","5"
"2945","3028","5"
"354","355","5"
"5421","5471","5"
"752","1095","5"
"768","781","5"
"8270","8350","5"
"6017","6039","5"
"1884","5494","5"
"3730","3746","5"
"1651","3492","5"
"92","9098","5"
"5443","5706","5"
"2068","8579","5"
"8674","12841","5"
"187","9642","5"
"3998","4205","5"
"5696","7579","5"
"1947","13819","5"
"9366","10054","5"
"9127","10024","5"
"6069","6896","5"
"3545","4294","5"
"4066","5438","5"
"3839","3858","5"
"309","774","5"
"3592","3595","5"
"5116","6114","5"
"1576","1581","5"
"3187","5503","5"
"997","5761","5"
"1033","2549","5"
"8399","9441","5"
"3573","10334","5"
"187","9619","5"
"3435","6036","5"
"738","796","5"
"759","760","5"
"9366","9505","5"
"210","8912","5"
"4092","8979","5"
"11871","11876","5"
"7768","7799","5"
"8511","8579","5"
"979","4359","5"
"148","484","5"
"1389","3153","5"
"6878","8685","5"
"1283","4823","5"
"8960","8986","5"
"4316","4399","5"
"733","3463","5"
"6526","13541","5"
"8326","11290","5"
"4070","10767","5"
"10009","10104","5"
"6338","6365","5"
"9359","9395","5"
"5754","13296","5"
"613","1250","5"
"1561","2803","5"
"8947","8980","5"
"7319","12057","5"
"2941","5499","5"
"1933","4786","5"
"6777","10716","5"
"484","4774","5"
"3112","3117","5"
"1554","2035","5"
"9575","9592","5"
"4671","4933","5"
"928","5468","5"
"5137","9050","5"
"5505","5579","5"
"2841","3187","5"
"366","727","5"
"1160","3147","5"
"625","2857","5"
"756","8350","5"
"8704","11730","5"
"3639","3698","5"
"1484","4388","5"
"721","739","5"
"3119","5686","5"
"1371","4399","5"
"7613","7680","5"
"7053","8661","5"
"313","362","5"
"11126","11430","5"
"6372","8411","5"
"8073","8461","5"
"810","851","5"
"4969","5481","5"
"11842","11885","5"
"6848","6885","5"
"311","344","5"
"360","376","5"
"6548","10083","5"
"10315","10373","5"
"2465","2489","5"
"3503","6447","5"
"12850","12881","5"
"746","763","5"
"3525","3535","5"
"10719","10764","5"
"5669","11275","5"
"7502","10576","5"
"6833","6866","5"
"2655","2667","5"
"393","1015","5"
"407","4399","5"
"5152","5194","5"
"643","4121","5"
"4336","7098","5"
"8399","10431","5"
"731","758","5"
"703","773","5"
"1013","1021","5"
"2754","3046","5"
"1608","5934","5"
"2959","4011","5"
"3735","8190","5"
"1853","2781","5"
"2792","4630","5"
"6750","7662","5"
"3604","3634","5"
"6805","9098","5"
"3223","9522","5"
"2663","2668","5"
"8732","8782","5"
"2468","11834","5"
"2992","4092","5"
"157","11368","5"
"2440","2446","5"
"477","5761","5"
"12535","12544","5"
"740","752","5"
"10778","10785","5"
"11914","11923","5"
"3078","7747","5"
"2905","4359","5"
"7719","7745","5"
"1572","1586","5"
"5934","5978","5"
"2783","2789","5"
"4395","6810","5"
"4044","4364","5"
"2548","5212","5"
"3278","8209","5"
"2531","3104","5"
"760","771","5"
"2723","2732","5"
"798","860","5"
"8963","8969","5"
"5668","6052","5"
"9648","9664","5"
"2939","6447","5"
"352","2575","5"
"308","313","5"
"7555","13296","5"
"6006","9701","5"
"2293","2295","5"
"4202","6729","5"
"1464","4316","5"
"7657","9524","5"
"3149","4247","5"
"1181","2035","5"
"6529","9522","5"
"13802","13803","5"
"3090","8679","5"
"1108","5356","5"
"2685","10767","5"
"1337","5498","5"
"6824","6893","5"
"3573","7778","5"
"3953","9991","5"
"1576","1598","5"
"1960","1966","5"
"6015","6043","5"
"7114","13571","5"
"712","13564","5"
"8824","9664","5"
"1933","1938","5"
"9340","9366","5"
"9977","10661","5"
"255","3180","5"
"3644","3752","5"
"1677","8353","5"
"6622","7718","5"
"2869","3015","5"
"6809","6870","5"
"4552","5460","5"
"3172","5867","5"
"9386","9522","5"
"9410","10685","5"
"6024","6053","5"
"6136","9324","5"
"11120","11148","5"
"4991","4998","5"
"1314","4017","5"
"2588","8810","5"
"1982","6776","5"
"10440","10467","5"
"1246","6783","5"
"2281","2288","5"
"5443","5500","5"
"1160","4765","5"
"6020","6100","5"
"3343","3690","5"
"6844","6897","5"
"4483","10478","5"
"2197","2199","5"
"739","740","5"
"6777","9255","5"
"9898","10097","5"
"6007","6099","5"
"4359","4361","5"
"4451","8353","5"
"3784","7563","5"
"1637","2354","5"
"218","244","5"
"288","6783","5"
"45","5955","5"
"4685","13249","5"
"5380","12841","5"
"1643","1801","5"
"2759","4011","5"
"2867","5478","5"
"4774","6126","5"
"3958","5459","5"
"95","901","5"
"5720","5788","5"
"392","1822","5"
"1651","4069","5"
"3576","5440","5"
"2588","11211","5"
"9321","9369","5"
"281","3193","5"
"331","1243","5"
"1927","2097","5"
"382","1822","5"
"5719","5733","5"
"12195","13365","5"
"2262","2295","5"
"8445","11923","5"
"1138","10016","5"
"6872","6889","5"
"6208","9421","5"
"4011","4042","5"
"4774","10756","5"
"1338","8979","5"
"3551","3580","5"
"293","299","5"
"2656","6304","5"
"4565","7685","5"
"706","791","5"
"5438","10716","5"
"13753","13781","5"
"3914","3955","5"
"4552","5544","5"
"299","2563","5"
"2560","4069","5"
"5966","6896","5"
"5481","6809","5"
"1673","8545","5"
"2939","5787","5"
"752","760","5"
"64","3093","5"
"5464","5486","5"
"4514","8595","5"
"3615","7451","5"
"10460","11280","5"
"1002","1043","5"
"8030","8353","5"
"5096","6777","5"
"4097","4152","5"
"928","4353","5"
"9369","9385","5"
"950","5761","5"
"975","1369","5"
"3849","5377","5"
"75","6515","5"
"6843","6899","5"
"2935","2965","5"
"932","1678","5"
"701","740","5"
"255","650","5"
"928","4013","5"
"712","7721","5"
"4627","7662","5"
"703","739","5"
"10419","10486","5"
"398","459","5"
"7904","7924","5"
"299","1300","5"
"761","764","5"
"3065","13404","5"
"5989","8402","5"
"6064","6825","5"
"14720","14777","5"
"2378","11600","5"
"5946","5952","5"
"364","1053","5"
"1817","6016","5"
"1540","3902","5"
"3223","4170","5"
"6878","9562","5"
"6474","6478","5"
"1673","3650","5"
"2503","3851","5"
"620","3361","5"
"2272","3173","5"
"10267","10271","5"
"740","778","5"
"744","748","5"
"2857","11572","5"
"4441","5544","5"
"11871","11880","5"
"7657","7903","5"
"5741","5792","5"
"2488","4611","5"
"5754","7661","5"
"3048","3086","5"
"14718","14731","5"
"6447","10541","5"
"4674","6077","5"
"288","5742","5"
"10509","10550","5"
"564","1246","5"
"10833","10900","5"
"1651","4632","5"
"1611","2727","5"
"4044","4339","5"
"8965","8969","5"
"1057","2035","5"
"679","2199","5"
"3104","3109","5"
"1371","4053","5"
"1498","4933","5"
"3447","5611","5"
"5330","7898","5"
"391","4632","5"
"4190","7558","5"
"6809","6833","5"
"5332","6338","5"
"3187","4820","5"
"758","795","5"
"8465","9495","5"
"734","774","5"
"4502","7646","5"
"2489","8299","5"
"366","368","5"
"732","5989","5"
"7431","7450","5"
"6930","7406","5"
"2323","9592","5"
"2468","3065","5"
"551","1938","5"
"1677","2960","5"
"9629","9685","5"
"9777","10536","5"
"8956","8979","5"
"53","2075","5"
"6857","6892","5"
"7608","7638","5"
"8048","10377","5"
"23","1955","5"
"6042","6046","5"
"1677","7662","5"
"2719","9742","5"
"8017","8290","5"
"737","792","5"
"2201","8679","5"
"9014","9066","5"
"1208","7039","5"
"6001","6077","5"
"10334","10373","5"
"6077","6844","5"
"5311","5393","5"
"1269","2667","5"
"7650","7904","5"
"443","4945","5"
"6166","9015","5"
"4904","4972","5"
"324","5761","5"
"3906","3955","5"
"2225","2226","5"
"726","729","5"
"4988","5467","5"
"10322","10334","5"
"10456","10486","5"
"2789","2941","5"
"1966","6777","5"
"1819","2710","5"
"4607","6063","5"
"5668","9834","5"
"4769","7676","5"
"915","4339","5"
"3734","6931","5"
"2548","7114","5"
"9970","9989","5"
"7430","7437","5"
"3356","5546","5"
"7995","10340","5"
"631","7986","5"
"966","3242","5"
"10243","10267","5"
"2097","8445","5"
"7393","11853","5"
"2378","11324","5"
"2973","8048","5"
"3360","3380","5"
"1019","1048","5"
"5748","7950","5"
"732","4983","5"
"3184","4551","5"
"5706","6855","5"
"5491","5500","5"
"6113","7373","5"
"2266","3511","5"
"8057","11211","5"
"5919","5946","5"
"331","2554","5"
"3278","8158","5"
"2407","2467","5"
"13215","13277","5"
"2620","5912","5"
"3112","9777","5"
"11073","11361","5"
"1635","8190","5"
"241","7579","5"
"3930","6860","5"
"8446","11572","5"
"2090","5503","5"
"5319","5333","5"
"602","3645","5"
"132","13163","5"
"628","9035","5"
"5992","7697","5"
"258","1041","5"
"2245","2278","5"
"58","3041","5"
"2522","3123","5"
"7661","9994","5"
"2773","4969","5"
"4309","4364","5"
"1254","6447","5"
"4584","10058","5"
"139","3889","5"
"11432","11450","5"
"2124","6208","5"
"7770","8297","5"
"5491","6049","5"
"4737","5748","5"
"255","684","5"
"95","8158","5"
"469","1641","5"
"1961","1992","5"
"7677","10017","5"
"1673","11225","5"
"8810","11211","5"
"10716","10764","5"
"5911","5960","5"
"5707","5793","5"
"3576","4674","5"
"2075","2328","5"
"6317","9421","5"
"1444","4069","5"
"997","5993","5"
"3187","8260","5"
"701","1001","5"
"10945","10953","5"
"529","595","5"
"7506","9755","5"
"3528","4393","5"
"6829","6848","5"
"4025","4053","5"
"6294","6773","5"
"8936","8956","5"
"6729","8260","5"
"2345","3028","5"
"5436","5463","5"
"3402","3491","5"
"4009","5404","5"
"3298","11014","5"
"5411","8289","5"
"5426","5471","5"
"391","6092","5"
"4502","9532","5"
"2378","10989","5"
"12553","12586","5"
"7209","7898","5"
"1432","2776","5"
"3278","7082","5"
"2245","2246","5"
"5522","6729","5"
"139","3653","5"
"9258","10833","5"
"2789","4012","5"
"441","5411","5"
"5332","6507","5"
"5438","5471","5"
"8945","8963","5"
"2336","4774","5"
"4125","5303","5"
"12540","12582","5"
"1976","4319","5"
"3977","4016","5"
"3330","7872","5"
"1351","4040","5"
"12570","12594","5"
"4441","8048","5"
"1617","5116","5"
"1244","3367","5"
"3573","7363","5"
"3752","3779","5"
"5546","10377","5"
"2717","4990","5"
"4044","4309","5"
"7995","9171","5"
"5330","7209","5"
"2692","7608","5"
"915","2783","5"
"374","3463","5"
"2467","3536","5"
"275","650","5"
"2922","4687","5"
"7710","11198","5"
"7810","9069","5"
"3544","5481","5"
"9664","9684","5"
"5423","7662","5"
"1666","2789","5"
"878","3994","5"
"1352","6584","5"
"1947","4129","5"
"3902","3959","5"
"272","3405","5"
"1419","13564","5"
"5643","12506","5"
"4017","4025","5"
"2717","5500","5"
"9634","9664","5"
"3957","3999","5"
"22","3926","5"
"6809","6832","5"
"5494","6069","5"
"3735","7685","5"
"5911","5989","5"
"3907","8106","5"
"628","12587","5"
"3402","3444","5"
"1635","3735","5"
"3604","3672","5"
"10908","11307","5"
"324","355","5"
"2185","4749","5"
"7825","7844","5"
"4552","5668","5"
"2614","9442","5"
"10212","12210","5"
"9383","10612","5"
"4856","4874","5"
"4903","4914","5"
"1041","8299","5"
"2185","11917","5"
"3861","4914","5"
"4203","7384","5"
"7007","8704","5"
"7774","7784","5"
"3356","7220","5"
"3544","5491","5"
"7194","13564","5"
"10720","10780","5"
"10731","10762","5"
"2945","6560","5"
"4314","5540","5"
"1591","4166","5"
"7810","7849","5"
"6703","6796","5"
"17","11041","5"
"1134","1703","5"
"6166","10756","5"
"3519","3536","5"
"2941","2969","5"
"5544","7810","5"
"885","896","5"
"2939","5766","5"
"4373","4399","5"
"2868","4550","5"
"6743","9721","5"
"3286","9466","5"
"2759","2959","5"
"737","751","5"
"8326","13160","5"
"2354","8260","5"
"10767","10785","5"
"1009","7635","5"
"13217","13235","5"
"5238","9268","5"
"5919","5982","5"
"6548","9659","5"
"740","759","5"
"6864","6889","5"
"4993","6032","5"
"1865","4969","5"
"901","7082","5"
"5634","8446","5"
"975","4431","5"
"7243","10394","5"
"9634","9660","5"
"3024","5731","5"
"2747","6067","5"
"13657","13669","5"
"1250","5755","5"
"1817","3120","5"
"3278","8158","5"
"9330","9353","5"
"2545","2576","5"
"8810","13249","5"
"5101","7114","5"
"4607","4690","5"
"3223","8257","5"
"5423","5490","5"
"1927","2718","5"
"8936","8963","5"
"5471","5479","5"
"5380","10585","5"
"6548","10037","5"
"1822","10714","5"
"3067","6089","5"
"9742","10525","5"
"2581","11276","5"
"5438","5458","5"
"1817","5720","5"
"369","1581","5"
"1734","1790","5"
"3243","10536","5"
"620","8406","5"
"477","4316","5"
"95","5789","5"
"4816","8871","5"
"706","755","5"
"5007","5754","5"
"5096","11871","5"
"7685","8158","5"
"3615","5286","5"
"4020","4040","5"
"4373","6825","5"
"11315","11378","5"
"5436","5448","5"
"5201","9540","5"
"6733","8552","5"
"4514","7822","5"
"6827","6896","5"
"556","5669","5"
"1265","1691","5"
"628","5380","5"
"9932","13203","5"
"8517","8548","5"
"780","1351","5"
"5482","7872","5"
"13124","13156","5"
"341","355","5"
"2728","2773","5"
"3906","3940","5"
"477","2993","5"
"341","1007","5"
"4774","8262","5"
"6017","6069","5"
"8961","9000","5"
"8017","10541","5"
"6447","8411","5"
"3837","8596","5"
"2556","5946","5"
"4249","6447","5"
"10975","11917","5"
"7747","8596","5"
"1484","4053","5"
"1432","1464","5"
"726","739","5"
"2857","2939","5"
"11074","11324","5"
"392","7560","5"
"3998","4430","5"
"2964","12338","5"
"4082","4400","5"
"344","10116","5"
"6113","6180","5"
"1867","1868","5"
"2160","2162","5"
"5711","8529","5"
"5423","5456","5"
"524","1449","5"
"5711","5766","5"
"5744","5769","5"
"938","4687","5"
"356","2588","5"
"7578","7600","5"
"4514","11917","5"
"8963","8968","5"
"1196","6764","5"
"7995","9653","5"
"4057","4359","5"
"392","7898","5"
"4249","8158","5"
"10702","10778","5"
"356","9540","5"
"4339","4395","5"
"10043","11239","5"
"9046","11676","5"
"4969","6017","5"
"7868","7872","5"
"2221","2295","5"
"3851","10023","5"
"4011","4059","5"
"3019","3039","5"
"362","2669","5"
"724","733","5"
"1828","9160","5"
"1454","9539","5"
"8961","8995","5"
"1014","2655","5"
"497","2945","5"
"1955","11784","5"
"2620","3971","5"
"10644","10833","5"
"9562","9598","5"
"975","1482","5"
"368","10802","5"
"2243","2278","5"
"1643","4542","5"
"2928","2977","5"
"1586","4656","5"
"1796","3773","5"
"5976","5982","5"
"11121","11130","5"
"2437","7825","5"
"6516","9442","5"
"9640","9665","5"
"10703","10779","5"
"3798","10596","5"
"5423","7243","5"
"1971","1984","5"
"9611","9664","5"
"2554","2655","5"
"299","601","5"
"917","8212","5"
"4069","4090","5"
"1646","8353","5"
"11030","11044","5"
"2125","10632","5"
"4316","6063","5"
"3093","5789","5"
"1608","5927","5"
"1493","5867","5"
"917","6347","5"
"1561","2655","5"
"9540","13221","5"
"1479","4656","5"
"8037","8068","5"
"362","374","5"
"1853","2792","5"
"263","281","5"
"2857","3418","5"
"9359","10095","5"
"932","11808","5"
"3844","4553","5"
"1340","7833","5"
"13819","13862","5"
"709","795","5"
"6447","8068","5"
"4011","4044","5"
"13846","13872","5"
"5332","13549","5"
"2501","5946","5"
"215","299","5"
"3755","5137","5"
"10716","10785","5"
"441","7039","5"
"5612","9058","5"
"2789","4011","5"
"5819","8093","5"
"3239","10654","5"
"5912","5927","5"
"3503","8353","5"
"5735","5787","5"
"6931","6983","5"
"9258","10899","5"
"625","901","5"
"4016","5046","5"
"605","677","5"
"744","794","5"
"3611","10818","5"
"8202","8280","5"
"10338","10357","5"
"4208","4297","5"
"15126","15158","5"
"2262","2378","5"
"2759","5494","5"
"443","3940","5"
"4009","4395","5"
"4042","4059","5"
"1844","2857","5"
"210","3851","5"
"407","2759","5"
"8803","9810","5"
"392","1849","5"
"4911","6041","5"
"2153","2183","5"
"10764","11276","5"
"4011","4016","5"
"915","2759","5"
"2927","4687","5"
"5944","5991","5"
"2222","3571","5"
"859","6458","5"
"5227","8040","5"
"2068","9098","5"
"3412","3709","5"
"638","10554","5"
"3993","5690","5"
"804","888","5"
"1966","11296","5"
"706","763","5"
"2263","3578","5"
"9331","9369","5"
"11111","11176","5"
"4217","4223","5"
"5402","5459","5"
"4933","4998","5"
"5009","6591","5"
"4029","4088","5"
"407","928","5"
"8326","8338","5"
"5775","5793","5"
"2964","12323","5"
"6591","10227","5"
"684","3104","5"
"1943","1982","5"
"2759","6096","5"
"6205","10243","5"
"4404","4490","5"
"4080","4395","5"
"5711","5958","5"
"9157","12163","5"
"1042","1095","5"
"3702","13638","5"
"3090","9282","5"
"2412","3573","5"
"4084","4092","5"
"1933","5286","5"
"8030","8163","5"
"5491","6064","5"
"975","6097","5"
"1548","4346","5"
"7883","8229","5"
"2278","2299","5"
"92","7505","5"
"3028","4820","5"
"752","768","5"
"9624","9677","5"
"2294","6049","5"
"628","13731","5"
"8289","8297","5"
"376","382","5"
"8202","8246","5"
"2886","8068","5"
"5917","5952","5"
"1490","4641","5"
"5435","5479","5"
"356","7635","5"
"400","4689","5"
"7793","7798","5"
"855","7502","5"
"915","961","5"
"1263","3551","5"
"5770","5782","5"
"8961","11290","5"
"13781","13819","5"
"1688","2557","5"
"6293","7661","5"
"1351","1356","5"
"3249","6453","5"
"3418","5482","5"
"5440","5491","5"
"4017","4339","5"
"1598","4967","5"
"9712","12100","5"
"8225","8234","5"
"7825","7837","5"
"1138","7679","5"
"6294","7820","5"
"1250","3087","5"
"4316","6001","5"
"6394","12088","5"
"4713","5116","5"
"13204","13562","5"
"5850","8475","5"
"92","1218","5"
"3589","10806","5"
"7347","7877","5"
"4632","4656","5"
"479","4170","5"
"5198","8920","5"
"5464","5468","5"
"4010","4057","5"
"1898","9956","5"
"755","772","5"
"2354","10756","5"
"378","385","5"
"3963","4646","5"
"915","4395","5"
"1329","7770","5"
"1429","7002","5"
"2178","2197","5"
"938","2684","5"
"2024","4820","5"
"768","774","5"
"3991","3998","5"
"4646","5467","5"
"774","793","5"
"5653","9421","5"
"3802","7643","5"
"191","7898","5"
"2560","3998","5"
"4904","4990","5"
"5976","5978","5"
"10512","11807","5"
"993","4774","5"
"2472","10473","5"
"10325","10373","5"
"3889","12841","5"
"8963","9000","5"
"6039","6096","5"
"8851","10702","5"
"5705","5760","5"
"1903","1918","5"
"15160","15186","5"
"8541","9283","5"
"5707","5725","5"
"3187","7898","5"
"1484","2941","5"
"6829","6893","5"
"8078","9822","5"
"205","275","5"
"2514","10394","5"
"1651","2596","5"
